weapon,category,fire_mode,rate_rpm,cyclic_rpm,bolt_cycle_s,profile,profile_from_override,projectile,asset,envelope_m,power_1m,power_2m,power_3m,power_4m,ceiling,sway_add,rounds_to_cap_1m,per_second_1m,muzzle_ms,moa,mag,pen_mm,variants,icon_asset
M4,Rifle,semi,833,833,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/BP_M4,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.735,880,3.0,,5,15,M4_ironsights
M4 + Foregrip,Rifle,semi,833,833,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/BP_M4_Foregrip,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.735,880,3.0,,5,3,m4_ironsights_foregrip
M4 + M150,Rifle,semi,833,833,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/BP_M4_M150,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.735,880,3.0,,5,5,M4_acog
M4 + M150 + Foregrip,Rifle,semi,833,833,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/BP_M4_M150_Foregrip,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.735,880,3.0,,5,4,M4_acog_foregrip
M4 + M68,Rifle,semi,833,833,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/BP_M4_M68,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.735,880,3.0,,5,5,M4_aimpoint
M4 + M68 + Foregrip,Rifle,semi,833,833,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/BP_M4_M68_Foregrip,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.735,880,3.0,,5,2,m4_aimpoint_foregrip
M4 + Yoloson,Rifle,semi,833,833,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/BP_M4_Classic_Yoloson,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.735,880,3.0,,5,1,M4_Classic_Yoloson
M4 M203,Rifle,semi,833,833,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/BP_M4M203_Rifle,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.735,880,3.0,,5,2,M4_m203
M4 M203 + M150,Rifle,semi,833,833,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/BP_M4M203_Rifle_M150,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.735,880,3.0,,5,2,m4_m203_acog
M4 M203 + M68,Rifle,semi,833,833,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/BP_M4M203_Rifle_M68,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.735,880,3.0,,5,2,m4_m203_aimpoint
M4 Simon Offense,Rifle,auto,833,833,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/M4_Wormpool/BP_M4_Wormpool_Parent,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.735,880,8.0,,5,3,T_M4_Wormpool_Ironsights_Foregrip
M4 Simon Offense + EXPS,Rifle,auto,833,833,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/M4_SimonsOffense/BP_M4_SimonOffense_EXPS,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.735,880,8.0,,5,1,T_M4_SimonOffense_EXPS_Foregrip
M4 Simon Offense + M150 + Vertical Grip,Rifle,auto,833,833,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/M4_SimonsOffense/BP_M4_SimonOffense_M150,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.735,880,8.0,,5,1,T_M4_SimonOffense_M150_Foregrip
M4 Simon Offense + T800 + Foregrip,Rifle,auto,833,833,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/M4_SimonsOffense/BP_M4_SimonOffense_T800,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.735,880,8.0,,5,1,T_M4_SimonOffense_T800_Foregrip
M4 Tracer,Rifle,semi,833,833,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/BP_M4_Classic_Tracer,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.735,880,3.0,,5,1,M4_Classic
M4 Tracer + M150,Rifle,semi,833,833,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/BP_M4_M150_Tracer,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.735,880,3.0,,5,4,M4_acog
M4 Tracer + Vertical Grip,Rifle,semi,833,833,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/BP_M4_Carryhandle_Foregrip_Tracer,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.735,880,3.0,,5,2,M4_Carryhandle_foregrip
M4 Wormpool + EXPS + Foregrip,Rifle,auto,833,833,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/M4_Wormpool/BP_M4_Wormpool_EXPS,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.735,880,3.0,,5,1,T_M4_Wormpool_EXPS_Foregrip
M4 Wormpool + Foregrip,Rifle,auto,833,833,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/M4_Wormpool/BP_M4_Wormpool_Ironsights,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.735,880,3.0,,5,1,T_M4_Wormpool_Ironsights_Foregrip
M4 Wormpool + M150 + Foregrip,Rifle,auto,833,833,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/M4_Wormpool/BP_M4_Wormpool_M150,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.735,880,3.0,,5,1,T_M4_Wormpool_M150_Foregrip
M4 Wormpool + T800,Rifle,auto,833,833,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/M4_Wormpool/BP_M4_Wormpool_T800,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.735,880,3.0,,5,1,T_M4_Wormpool_T800
M4A1,Rifle,auto,833,833,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/BP_M4A1,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.735,880,3.0,,5,2,M4_ironsights
M4A1 + Foregrip,Rifle,auto,833,833,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/BP_M4A1_Foregrip,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.735,880,3.0,,5,2,m4_ironsights_foregrip
M4A1 + M150 + Foregrip,Rifle,auto,833,833,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/BP_M4A1_M150_Foregrip,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.735,880,3.0,,5,2,M4_acog_foregrip
M4A1 + M68,Rifle,auto,833,833,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/BP_M4A1_M68,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.735,880,3.0,,5,2,M4_aimpoint
M4A1 + M68 + Foregrip,Rifle,auto,833,833,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/BP_M4A1_M68_Foregrip,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.735,880,3.0,,5,2,m4_aimpoint_foregrip
M4A1 Tracer + Vertical Grip,Rifle,auto,833,833,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/BP_M4A1_Foregrip_Tracer,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.735,880,3.0,,5,2,m4_ironsights_foregrip
Malyuk (5.45),Rifle,auto,667,667,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/Malyuk/BP_Malyuk_545,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.39,900,4.0,,5,1,malyuk_545_irons
Malyuk (5.45) + EXPS,Rifle,auto,667,667,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/Malyuk/BP_Malyuk_545_EXPS,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.39,900,4.0,,5,1,malyuk_545_exps
Malyuk (5.45) + EXPS + Foregrip,Rifle,auto,667,667,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/Malyuk/BP_Malyuk_545_EXPS_Foregrip,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.39,900,4.0,,5,1,malyuk_545_foregrip_exps
Malyuk (5.45) + Foregrip,Rifle,auto,667,667,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/Malyuk/BP_Malyuk_545_Foregrip,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.39,900,4.0,,5,1,malyuk_545_foregrip_irons
Malyuk (5.45) + TA31,Rifle,auto,667,667,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/Malyuk/BP_Malyuk_545_M150,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.39,900,4.0,,5,1,malyuk_545_m150
Malyuk (5.45) + TA31 + Foregrip,Rifle,auto,667,667,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/Malyuk/BP_Malyuk_545_M150_Foregrip,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.39,900,4.0,,5,1,malyuk_545_foregrip_m150
Malyuk (5.56),Rifle,auto,667,667,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/Malyuk/BP_Malyuk_556,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.39,900,4.0,,5,1,malyuk_545_irons
Malyuk (5.56) + Foregrip,Rifle,auto,667,667,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/Malyuk/BP_Malyuk_556_Foregrip,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.39,900,4.0,,5,1,malyuk_545_foregrip_irons
Malyuk (5.56) + TA31,Rifle,auto,667,667,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/Malyuk/BP_Malyuk_556_M150,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.39,900,4.0,,5,1,malyuk_545_m150
Malyuk (5.56) + TA31 + Foregrip,Rifle,auto,667,667,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/Malyuk/BP_Malyuk_556_M150_Foregrip,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.39,900,4.0,,5,1,malyuk_545_foregrip_m150
Malyuk (5.56) + Yoloson,Rifle,auto,667,667,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/Malyuk/BP_Malyuk_556_Yoloson,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.39,900,4.0,,5,1,malyuk_556_Yoloson
Malyuk (5.56) + Yoloson + Foregrip,Rifle,auto,667,667,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/Malyuk/BP_Malyuk_556_Yoloson_Foregrip,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.39,900,4.0,,5,1,malyuk_556_foregrip_Yoloson
Malyuk (7.62),Rifle,auto,667,667,,Projectile_SuppressionInfo_Rifle,yes,BP_Projectile_7_62mm,Rifles/Malyuk/BP_Malyuk_762,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.39,900,4.0,,5,1,malyuk_762_irons
Malyuk (7.62) + Foregrip,Rifle,auto,667,667,,Projectile_SuppressionInfo_Rifle,yes,BP_Projectile_7_62mm,Rifles/Malyuk/BP_Malyuk_762_Foregrip,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.39,900,4.0,,5,1,malyuk_762_irons_foregrip
Malyuk (7.62) + M68,Rifle,auto,667,667,,Projectile_SuppressionInfo_Rifle,yes,BP_Projectile_7_62mm,Rifles/Malyuk/BP_Malyuk_762_M68,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.39,900,4.0,,5,1,malyuk_762_m68
Malyuk (7.62) + M68 + Foregrip,Rifle,auto,667,667,,Projectile_SuppressionInfo_Rifle,yes,BP_Projectile_7_62mm,Rifles/Malyuk/BP_Malyuk_762_M68_Foregrip,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.39,900,4.0,,5,1,malyuk_762_m68_foregrip
Malyuk (7.62) + TA31,Rifle,auto,667,667,,Projectile_SuppressionInfo_Rifle,yes,BP_Projectile_7_62mm,Rifles/Malyuk/BP_Malyuk_762_M150,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.39,900,4.0,,5,1,malyuk_762_m150
Malyuk (7.62) + TA31 + Foregrip,Rifle,auto,667,667,,Projectile_SuppressionInfo_Rifle,yes,BP_Projectile_7_62mm,Rifles/Malyuk/BP_Malyuk_762_M150_Foregrip,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.39,900,4.0,,5,1,malyuk_762_foregrip_m150
Mk 153 SMAW (Spotting Rifle),Rifle,semi,900,900,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile_SMAW_SpottingRifle,RocketLaunchers/SMAW/BP_SMAW_SpottingRifle,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.875,220,7.0,6,1,1,smaw_spottingrifle
PM md. 63,Rifle,auto,600,600,,Projectile_SuppressionInfo_Rifle,yes,BP_Projectile_7_62mm,Rifles/BP_PMMD63,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.25,715,4.0,,5,1,pmmd63
QBZ-191,Rifle,auto,706,706,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/QBZ-191/BP_QBZ191_Parent,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.471,940,1.7999999523162842,,5,2,T_QBZ191
QBZ-191 + Grip Pod,Rifle,auto,706,706,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/QBZ-191/BP_QBZ191_IronSights_Grippod,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.471,940,1.7999999523162842,,5,1,T_QBZ191_Grippod
QBZ-191 + Grip Pod + Holo + Suppressor,Rifle,auto,706,706,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/QBZ-191/BP_QBZ191_Holo_Grippod_Suppressor,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.471,940,1.7999999523162842,,5,1,T_QBZ191_Grippod_Holo_Suppressor
QBZ-191 + Grip Pod + Holo Sight,Rifle,auto,706,706,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/QBZ-191/BP_QBZ191_Holo_Grippod,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.471,940,1.7999999523162842,,5,1,T_QBZ191_Grippod_Holo
QBZ-191 + Grip Pod + QMK-171A,Rifle,auto,706,706,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/QBZ-191/BP_QBZ191_Optic_QMK171A_Grippod,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.471,940,1.7999999523162842,,5,1,T_QBZ191_Grippod_QMK171A
QBZ-191 + Grip Pod + QMK-171A + Suppressor,Rifle,auto,706,706,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/QBZ-191/BP_QBZ191_Optic_QMK171A_Grippod_Suppressor,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.471,940,1.7999999523162842,,5,1,T_QBZ191_Grippod_QMK171A_Suppressor
QBZ-191 + Grip Pod + Suppressor,Rifle,auto,706,706,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/QBZ-191/BP_QBZ191_IronSights_Grippod_Suppressor,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.471,940,1.7999999523162842,,5,1,T_QBZ191_Grippod_Suppressor
QBZ-191 + Holo Sight,Rifle,auto,706,706,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/QBZ-191/BP_QBZ191_Holo,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.471,940,1.7999999523162842,,5,1,T_QBZ191_Holo
QBZ-191 + QMK-171A,Rifle,auto,706,706,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/QBZ-191/BP_QBZ191_Optic_QMK171A,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.471,940,1.7999999523162842,,5,1,T_QBZ191_QMK171A
QBZ-192,Rifle,auto,750,750,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/QBZ-192/BP_QBZ192_Parent,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.562,940,3.0,,5,3,T_QBZ192
QBZ-192 + Grip Pod,Rifle,auto,750,750,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/QBZ-192/BP_QBZ192_IronSights_Grippod,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.562,940,3.0,,5,2,T_QBZ192_Grippod
QBZ-192 + Grip Pod + Holo Sight,Rifle,auto,750,750,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/QBZ-192/BP_QBZ192_Holo_Grippod,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.562,940,3.0,,5,1,T_QBZ192_Grippod_Holo
QBZ-192 + Grip Pod + Holo Sight + Suppressor,Rifle,auto,750,750,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/QBZ-192/BP_QBZ192_Holo_Grippod_Suppressor,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.562,940,3.0,,5,1,T_QBZ192_Grippod_Holo_Suppressor
QBZ-192 + Grip Pod + QMK-171A,Rifle,auto,750,750,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/QBZ-192/BP_QBZ192_Optic_QMK171A_Grippod,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.562,940,3.0,,5,1,T_QBZ192_Grippod_QMK171A
QBZ-192 + Grip Pod + QMK-171A + Suppressor,Rifle,auto,750,750,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/QBZ-192/BP_QBZ192_Optic_QMK171A_Grippod_Suppressor,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.562,940,3.0,,5,1,T_QBZ192_Grippod_QMK171A_Suppressor
QBZ-192 + Grip Pod + Suppressor,Rifle,auto,750,750,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/QBZ-192/BP_QBZ192_IronSights_Grippod_Suppressor,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.562,940,3.0,,5,1,T_QBZ192_Grippod_Suppressor
QBZ-192 + Holo Sight,Rifle,auto,750,750,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/QBZ-192/BP_QBZ192_Holo,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.562,940,3.0,,5,1,T_QBZ192_Holo
QBZ-192 + QMK-171A,Rifle,auto,750,750,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/QBZ-192/BP_QBZ192_Optic_QMK171A,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.562,940,3.0,,5,1,T_QBZ192_QMK171A
QBZ95-1,Rifle,auto,652,652,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/BP_QBZ95-1,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.358,940,2.0,,5,3,T_qbz95-1
QBZ95-1 + Holo Sight,Rifle,auto,652,652,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/BP_QBZ95-1_Holo,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.358,940,2.0,,5,3,T_qbz95-1_holo
QBZ95-1 + YMA600,Rifle,auto,652,652,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/BP_QBZ95-1_Optic,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.358,940,2.0,,5,2,qbz95-1_yma600
QBZ95-1 QLG-10,Rifle,auto,652,652,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,GrenadeLaunchers/QBZ-95-1_QLG-10_UGL/BP_QBZ95-1_QLG-10_Rifle,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.358,940,2.0,,5,1,T_qbz95-1_qlg10
QBZ95-1 QLG-10 + YMA600,Rifle,auto,652,652,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,GrenadeLaunchers/QBZ-95-1_QLG-10_UGL/BP_QBZ95-1_QLG-10_Rifle_Optic,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.358,940,2.0,,5,1,T_qbz95-1_qlg10_yma600
QBZ95B-1,Rifle,auto,652,652,,Projectile_SuppressionInfo_Rifle,no,BP_Projectile,Rifles/BP_QBZ95B-1,5.0,0.125,0.0983,0.0675,0.0337,1.15,1.125,10.0,1.358,790,2.0,,5,3,T_qbz95b-1
AS-VAL,SMG / pistol,auto,652,652,,Projectile_Suppression_Pistol,no,BP_Projectile_Subsonic,Rifles/BP_ASVAL,5.0,0.1,0.0637,0.0324,0.0099,1.15,1.125,12.0,1.087,495,4.0,20,5,1,T_asval
AS-VAL + OKP-7,SMG / pistol,auto,652,652,,Projectile_Suppression_Pistol,no,BP_Projectile_Subsonic,Rifles/BP_ASVAL_OKP-7,5.0,0.1,0.0637,0.0324,0.0099,1.15,1.125,12.0,1.087,495,4.0,20,5,1,T_asval_okp7
AS-VAL + PSO-1-1,SMG / pistol,auto,652,652,,Projectile_Suppression_Pistol,no,BP_Projectile_Subsonic,Rifles/BP_ASVAL_Optic,5.0,0.1,0.0637,0.0324,0.0099,1.15,1.125,12.0,1.087,495,4.0,20,5,1,T_asval_optic
G17,SMG / pistol,semi,652,652,,Projectile_Suppression_Pistol,no,BP_Projectile_9mm,Pistols/BP_G17,5.0,0.1,0.0637,0.0324,0.0099,1.15,1.125,12.0,1.087,375,,17,1,2,glock17
G17 + Extended Mag,SMG / pistol,semi,652,652,,Projectile_Suppression_Pistol,no,BP_Projectile_9mm,Pistols/G17/BP_G17_ExtendedMag_33rd,5.0,0.1,0.0637,0.0324,0.0099,1.15,1.125,12.0,1.087,375,,33,1,2,T_G17_ExtendedMag
G18 + Extended Mag,SMG / pistol,auto,1200,1200,,Projectile_Suppression_SMG,yes,BP_Projectile_9mm,Pistols/G17/BP_G18_ExtendedMag_33rd,5.0,0.1,0.0637,0.0324,0.0099,1.15,1.125,12.0,2.0,375,,33,1,1,T_G17_ExtendedMag
Generic Pistol,SMG / pistol,semi,652,652,,Projectile_Suppression_Pistol,no,BP_Projectile_9mm,Pistols/BP_GenericPistol,5.0,0.1,0.0637,0.0324,0.0099,1.15,1.125,12.0,1.087,381,,17,1,1,glock17
Hi-Power,SMG / pistol,semi,652,652,,Projectile_Suppression_Pistol,no,BP_Projectile_9mm,Pistols/BP_BrowningHP,5.0,0.1,0.0637,0.0324,0.0099,1.15,1.125,12.0,1.087,350,,13,1,5,browningHP_CAF
L131A1 General Service Pistol,SMG / pistol,semi,652,652,,Projectile_Suppression_Pistol,no,BP_Projectile_9mm,Pistols/BP_L131A1,5.0,0.1,0.0637,0.0324,0.0099,1.15,1.125,12.0,1.087,375,,17,1,1,glock17
M17,SMG / pistol,semi,652,652,,Projectile_Suppression_Pistol,no,BP_Projectile_9mm,Pistols/BP_M17MHS,5.0,0.1,0.0637,0.0324,0.0099,1.15,1.125,12.0,1.087,381,,17,1,2,m17mhs
M18,SMG / pistol,semi,652,652,,Projectile_Suppression_Pistol,no,BP_Projectile_9mm,Pistols/BP_M18,5.0,0.1,0.0637,0.0324,0.0099,1.15,1.125,12.0,1.087,381,,17,1,1,m17mhs
M9A1,SMG / pistol,semi,652,652,,Projectile_Suppression_Pistol,no,BP_Projectile_9mm,Pistols/BP_M9A1,5.0,0.1,0.0637,0.0324,0.0099,1.15,1.125,12.0,1.087,381,,15,1,3,m9a1beretta
Makarov PM,SMG / pistol,semi,652,652,,Projectile_Suppression_Pistol,no,BP_Projectile_9mm,Pistols/BP_Makarov,5.0,0.1,0.0637,0.0324,0.0099,1.15,1.125,12.0,1.087,315,,8,1,2,makarov
MP-443 Grach,SMG / pistol,semi,652,652,,Projectile_Suppression_Pistol,no,BP_Projectile_9mm,Pistols/BP_MP443,5.0,0.1,0.0637,0.0324,0.0099,1.15,1.125,12.0,1.087,450,,18,1,2,mp443
MP5A3,SMG / pistol,auto,800,800,,Projectile_Suppression_SMG,yes,BP_Projectile_9mm,SubmachineGuns/MP5/BP_MP5A3,5.0,0.1,0.0637,0.0324,0.0099,1.15,1.125,12.0,1.333,320,6.0,,1,3,T_mp5a3
MP5A3 + T800,SMG / pistol,auto,800,800,,Projectile_Suppression_SMG,yes,BP_Projectile_9mm,SubmachineGuns/MP5/BP_MP5A3_T800,5.0,0.1,0.0637,0.0324,0.0099,1.15,1.125,12.0,1.333,320,6.0,,1,4,T_MP5A3_T800
MP5A3 + ZPoint,SMG / pistol,auto,800,800,,Projectile_Suppression_SMG,yes,BP_Projectile_9mm,SubmachineGuns/MP5/BP_MP5A3_ZPoint,5.0,0.1,0.0637,0.0324,0.0099,1.15,1.125,12.0,1.333,320,6.0,,1,3,T_MP5A3_Zpoint
MPT9,SMG / pistol,auto,800,800,,Projectile_Suppression_SMG,yes,BP_Projectile_9mm,SubmachineGuns/MP5/BP_MPT9,5.0,0.1,0.0637,0.0324,0.0099,1.15,1.125,12.0,1.333,320,6.0,,1,1,T_mp5a3
PPSh-41,SMG / pistol,auto,1000,1000,,Projectile_Suppression_SMG,yes,BP_Projectile_9mm,SubmachineGuns/PPSH41/BP_Ppsh41_Stick,5.0,0.1,0.0637,0.0324,0.0099,1.15,1.125,12.0,1.667,488,,35,,1,ppsh-41_stick
PPSh-41 + Drum Mag,SMG / pistol,auto,1000,1000,,Projectile_Suppression_SMG,yes,BP_Projectile_9mm,SubmachineGuns/PPSH41/BP_Ppsh41_Drum,5.0,0.1,0.0637,0.0324,0.0099,1.15,1.125,12.0,1.667,488,,71,,1,ppsh-41_drum
QCW-05,SMG / pistol,auto,896,896,,Projectile_Suppression_SMG,yes,BP_Projectile_9mm,SubmachineGuns/OCW-05/BP_QCW05_Parent,5.0,0.1,0.0637,0.0324,0.0099,1.15,1.125,12.0,1.493,321,8.0,50,5,3,QCW05
QCW-05 + Holo Sight,SMG / pistol,auto,896,896,,Projectile_Suppression_SMG,yes,BP_Projectile_9mm,SubmachineGuns/OCW-05/BP_QCW05_Holo,5.0,0.1,0.0637,0.0324,0.0099,1.15,1.125,12.0,1.493,321,8.0,50,5,2,QCW05_Holo
QCW-05 + Holo Sight + Suppressor,SMG / pistol,auto,896,896,,Projectile_Suppression_SMG,yes,BP_Projectile_9mm,SubmachineGuns/OCW-05/BP_QCW05_Holo_Suppressor,5.0,0.1,0.0637,0.0324,0.0099,1.15,1.125,12.0,1.493,321,8.0,50,5,1,QCW05_Holo_Suppressed
QCW-05 Suppressed,SMG / pistol,auto,896,896,,Projectile_Suppression_SMG,yes,BP_Projectile_9mm,SubmachineGuns/OCW-05/BP_QCW05_IronSights_Suppressor,5.0,0.1,0.0637,0.0324,0.0099,1.15,1.125,12.0,1.493,150,8.0,50,5,1,QCW05_Suppressed
